Name,Furniture Type,Material,Color,Feel,Is_Accessory,Dimensions (cm)
Deluxe Marble Coffee Table Model 7766,Coffee Table,Marble,Black,Industrial,TRUE,92x104x179
Wicker Chair Model 7149,Chair,Wicker,Brown,Scandinavian,TRUE,170x130x23
Glass Dining Table Model 8537,Dining Table,Glass,Gray,Bohemian,TRUE,169x172x144
Aluminum Desk Model 5387,Desk,Aluminum,Black,Japanese,TRUE,110x74x145
Deluxe Walnut Sofa Model 1081,Sofa,Walnut,Beige,Contemporary,TRUE,150x131x137
Bamboo Dresser Model 4075,Dresser,Bamboo,Gray,Bohemian,TRUE,112x78x72
Plywood Cabinet Model 7554,Cabinet,Plywood,Black,Scandinavian,FALSE,195x53x143
Premium Leather Wardrobe Model 1339,Wardrobe,Leather,Brown,Scandinavian,TRUE,104x194x195
Classic Glass Dining Table Model 5126,Dining Table,Glass,Black,Rustic,FALSE,84x171x109
Wicker Desk Model 5761,Desk,Wicker,Espresso,Minimalist,TRUE,57x113x68
Classic Wicker Nightstand Model 5814,Nightstand,Wicker,Beige,Scandinavian,TRUE,130x106x88
Pine Dining Table Model 9404,Dining Table,Pine,Brown,Rustic,TRUE,67x197x37
Deluxe Glass Nightstand Model 9499,Nightstand,Glass,Beige,Contemporary,FALSE,195x44x129
Classic Plywood Chair Model 1615,Chair,Plywood,Mahogany,Minimalist,FALSE,71x62x65
Pine Stool Model 4183,Stool,Pine,Oak Finish,Minimalist,FALSE,160x90x191
Leather Sofa Model 3316,Sofa,Leather,Mahogany,Industrial,TRUE,34x192x163
Compact Bamboo Armchair Model 9919,Armchair,Bamboo,Red,Modern,TRUE,161x33x171
Fabric Stool Model 7635,Stool,Fabric,Gray,Scandinavian,TRUE,20x114x18
Steel Bed Model 9272,Bed,Steel,Walnut Finish,Traditional,FALSE,109x34x128
Vintage Pine Dining Table Model 1137,Dining Table,Pine,Beige,Contemporary,TRUE,16x17x160
Wicker Sofa Model 2835,Sofa,Wicker,Espresso,Bohemian,TRUE,72x186x106
Fabric Bench Model 5323,Bench,Fabric,Cream,Mid-Century,TRUE,195x116x10
Classic Leather Stool Model 6665,Stool,Leather,Blue,Traditional,TRUE,89x164x28
Deluxe Teak Sofa Model 5699,Sofa,Teak,Beige,Traditional,TRUE,69x111x145
Wicker Recliner Model 3282,Recliner,Wicker,Oak Finish,Japanese,FALSE,59x53x195
Compact Glass Desk Model 9287,Desk,Glass,Yellow,Traditional,FALSE,80x95x96
Steel Dining Table Model 1597,Dining Table,Steel,Black,Rustic,FALSE,43x143x147
Oak Dining Table Model 1348,Dining Table,Oak,Natural,Minimalist,FALSE,70x136x111
Leather Dining Table Model 9508,Dining Table,Leather,Espresso,Japanese,TRUE,42x119x14
Glass Chair Model 9523,Chair,Glass,Oak Finish,Japanese,FALSE,109x111x165
Slim Teak Bed Model 7328,Bed,Teak,Oak Finish,Japanese,TRUE,92x200x64
Aluminum Sofa Model 5161,Sofa,Aluminum,Espresso,Industrial,FALSE,23x120x140
Leather Desk Model 8952,Desk,Leather,Yellow,Modern,FALSE,118x153x174
Classic Marble Cabinet Model 5321,Cabinet,Marble,Gray,Contemporary,TRUE,71x87x151
Compact Pine Table Model 4179,Table,Pine,Beige,Mid-Century,FALSE,180x150x198
Leather Cabinet Model 4829,Cabinet,Leather,Natural,Industrial,TRUE,23x36x180
Fabric Nightstand Model 1778,Nightstand,Fabric,Mahogany,Japanese,TRUE,84x83x156
Walnut Desk Model 5181,Desk,Walnut,Natural,Mid-Century,TRUE,113x163x190
Pine Dining Table Model 7158,Dining Table,Pine,Yellow,Traditional,FALSE,151x174x164
Eco Steel Armchair Model 5842,Armchair,Steel,Walnut Finish,Contemporary,FALSE,173x155x73
Corner Wicker Cabinet Model 5823,Cabinet,Wicker,Yellow,Modern,FALSE,155x168x59
Walnut Desk Model 4030,Desk,Walnut,Gray,Modern,TRUE,85x46x120
Marble Coffee Table Model 7681,Coffee Table,Marble,Beige,Japanese,TRUE,152x131x49
Plywood Coffee Table Model 7843,Coffee Table,Plywood,Black,Mid-Century,TRUE,174x123x54
Plastic Stool Model 9519,Stool,Plastic,Beige,Industrial,FALSE,181x179x164
Plywood Nightstand Model 3269,Nightstand,Plywood,Gray,Contemporary,TRUE,82x10x98
Walnut Dining Table Model 3334,Dining Table,Walnut,Cream,Modern,FALSE,97x17x150
Leather Cabinet Model 9921,Cabinet,Leather,Yellow,Minimalist,FALSE,179x78x33
Marble Coffee Table Model 7667,Coffee Table,Marble,Green,Minimalist,TRUE,13x153x133
Steel Dining Table Model 4117,Dining Table,Steel,Cream,Scandinavian,FALSE,156x96x40
Teak Bookshelf Model 7531,Bookshelf,Teak,Gray,Rustic,TRUE,160x89x140
Plywood Bookshelf Model 1482,Bookshelf,Plywood,Walnut Finish,Japanese,TRUE,132x67x10
Plywood Table Model 8114,Table,Plywood,Oak Finish,Contemporary,FALSE,26x24x39
Bamboo Coffee Table Model 2330,Coffee Table,Bamboo,Gray,Modern,FALSE,16x22x26
Extendable Bamboo Coffee Table Model 5575,Coffee Table,Bamboo,Natural,Traditional,TRUE,198x92x23
Extendable Leather Armchair Model 9549,Armchair,Leather,Espresso,Scandinavian,FALSE,174x115x170
Wood Cabinet Model 4612,Cabinet,Wood,Mahogany,Minimalist,FALSE,14x136x122
Slim Marble Armchair Model 3659,Armchair,Marble,Brown,Bohemian,TRUE,195x113x115
Marble Cabinet Model 1318,Cabinet,Marble,White,Minimalist,TRUE,200x135x195
Walnut Recliner Model 3637,Recliner,Walnut,Green,Japanese,TRUE,77x15x111
Steel Bookshelf Model 4320,Bookshelf,Steel,Gray,Industrial,TRUE,43x90x101
Glass Desk Model 2781,Desk,Glass,Blue,Bohemian,TRUE,128x12x62
Modern Plywood Desk Model 3676,Desk,Plywood,Black,Modern,TRUE,118x70x141
Aluminum Bench Model 9947,Bench,Aluminum,Red,Mid-Century,FALSE,106x41x58
Extendable Fabric Stool Model 5861,Stool,Fabric,Black,Contemporary,TRUE,195x53x158
Wood Bench Model 5817,Bench,Wood,White,Bohemian,TRUE,120x80x82
Glass Chair Model 5098,Chair,Glass,Red,Industrial,FALSE,130x146x37
Vintage Walnut Cabinet Model 9411,Cabinet,Walnut,Red,Mid-Century,TRUE,13x51x173
Walnut Bed Model 9785,Bed,Walnut,Red,Traditional,TRUE,170x59x76
Aluminum Dining Table Model 6572,Dining Table,Aluminum,Yellow,Contemporary,FALSE,197x185x165
Glass Armchair Model 4795,Armchair,Glass,Espresso,Bohemian,TRUE,39x141x55
Leather Bench Model 4750,Bench,Leather,Natural,Minimalist,FALSE,199x15x136
Leather Dining Table Model 8431,Dining Table,Leather,Cream,Modern,TRUE,113x137x70
Bamboo Coffee Table Model 1253,Coffee Table,Bamboo,Espresso,Scandinavian,TRUE,106x148x46
Eco Plywood Bed Model 3956,Bed,Plywood,Oak Finish,Scandinavian,FALSE,182x50x32
Plywood Coffee Table Model 1243,Coffee Table,Plywood,Oak Finish,Minimalist,FALSE,36x185x77
Marble Coffee Table Model 9566,Coffee Table,Marble,White,Modern,TRUE,28x156x45
Marble Bench Model 1646,Bench,Marble,Green,Mid-Century,FALSE,70x120x169
Classic Pine Wardrobe Model 3594,Wardrobe,Pine,Beige,Japanese,FALSE,18x164x187
Plywood Dresser Model 8096,Dresser,Plywood,Oak Finish,Contemporary,FALSE,139x84x175
Plastic Cabinet Model 6533,Cabinet,Plastic,Walnut Finish,Traditional,TRUE,175x31x82
Fabric Nightstand Model 9315,Nightstand,Fabric,Cream,Contemporary,TRUE,187x177x122
Wicker Bed Model 4854,Bed,Wicker,Walnut Finish,Scandinavian,FALSE,124x109x132
Bamboo Stool Model 1429,Stool,Bamboo,Espresso,Scandinavian,FALSE,80x107x29
Oak Bed Model 9108,Bed,Oak,Cream,Mid-Century,FALSE,108x148x48
Extendable Bamboo Dining Table Model 3121,Dining Table,Bamboo,Red,Scandinavian,TRUE,136x19x174
Plywood Bench Model 7530,Bench,Plywood,Beige,Japanese,TRUE,104x23x188
Walnut Bookshelf Model 7392,Bookshelf,Walnut,Natural,Minimalist,FALSE,185x126x155
Corner Wood Chair Model 3751,Chair,Wood,Cream,Modern,TRUE,97x105x78
Aluminum Bookshelf Model 7441,Bookshelf,Aluminum,Walnut Finish,Contemporary,FALSE,60x45x100
Aluminum Wardrobe Model 3180,Wardrobe,Aluminum,Cream,Industrial,FALSE,110x66x59
Eco Wicker Sofa Model 5271,Sofa,Wicker,Green,Scandinavian,TRUE,146x96x194
Extendable Aluminum Recliner Model 7374,Recliner,Aluminum,Walnut Finish,Minimalist,TRUE,113x160x66
Corner Wicker Dresser Model 7062,Dresser,Wicker,Beige,Traditional,TRUE,153x191x110
Premium Wicker Nightstand Model 9502,Nightstand,Wicker,Natural,Mid-Century,FALSE,14x166x92
Compact Pine Recliner Model 5287,Recliner,Pine,Cream,Rustic,FALSE,170x169x40
Walnut Bed Model 8884,Bed,Walnut,Oak Finish,Modern,TRUE,22x60x143
Eco Marble Bench Model 1617,Bench,Marble,Gray,Rustic,TRUE,110x88x32
Plastic Bench Model 6353,Bench,Plastic,Red,Modern,TRUE,37x65x196
Wicker Desk Model 7872,Desk,Wicker,Yellow,Industrial,TRUE,70x119x124
Wood Bench Model 5354,Bench,Wood,Natural,Traditional,TRUE,188x174x37
Pine Wardrobe Model 1576,Wardrobe,Pine,Espresso,Modern,TRUE,126x108x167
Oak Sofa Model 8747,Sofa,Oak,Yellow,Contemporary,TRUE,132x11x79
Aluminum Nightstand Model 9630,Nightstand,Aluminum,Gray,Contemporary,FALSE,112x51x45
Eco Bamboo Bench Model 7817,Bench,Bamboo,Espresso,Bohemian,FALSE,125x147x123
Plastic Bookshelf Model 3264,Bookshelf,Plastic,Oak Finish,Scandinavian,FALSE,140x96x199
Bamboo Bookshelf Model 7913,Bookshelf,Bamboo,Cream,Minimalist,FALSE,192x167x83
Bamboo Desk Model 2944,Desk,Bamboo,White,Rustic,FALSE,95x16x44
Walnut Table Model 3554,Table,Walnut,Natural,Japanese,FALSE,173x68x160
Steel Dresser Model 2896,Dresser,Steel,Gray,Scandinavian,FALSE,27x63x11
Premium Wicker Bench Model 9548,Bench,Wicker,Red,Japanese,TRUE,184x35x82
Plastic Wardrobe Model 9598,Wardrobe,Plastic,Oak Finish,Contemporary,FALSE,160x168x193
Aluminum Recliner Model 7931,Recliner,Aluminum,Red,Industrial,FALSE,194x84x174
Aluminum Dining Table Model 3125,Dining Table,Aluminum,Mahogany,Japanese,TRUE,104x83x63
Bamboo Bed Model 9902,Bed,Bamboo,Gray,Scandinavian,TRUE,198x44x58
Aluminum Bed Model 3346,Bed,Aluminum,Gray,Traditional,TRUE,170x88x169
Wood Bed Model 2472,Bed,Wood,Green,Japanese,FALSE,77x135x50
Vintage Oak Stool Model 6652,Stool,Oak,Beige,Mid-Century,FALSE,113x142x190
Plywood Bed Model 3960,Bed,Plywood,Red,Scandinavian,FALSE,128x92x76
Vintage Bamboo Nightstand Model 8927,Nightstand,Bamboo,Cream,Rustic,TRUE,93x46x168
Bamboo Bed Model 7265,Bed,Bamboo,Oak Finish,Mid-Century,TRUE,196x36x110
Bamboo Chair Model 8201,Chair,Bamboo,Oak Finish,Scandinavian,FALSE,54x26x127
Glass Stool Model 4049,Stool,Glass,Red,Industrial,TRUE,93x56x54
Marble Cabinet Model 4507,Cabinet,Marble,Yellow,Traditional,TRUE,35x197x119
Plywood Bench Model 2234,Bench,Plywood,Oak Finish,Traditional,TRUE,151x150x46
Walnut Dresser Model 6958,Dresser,Walnut,White,Minimalist,TRUE,157x148x62
Slim Bamboo Bench Model 7846,Bench,Bamboo,Brown,Rustic,FALSE,66x51x110
Deluxe Glass Wardrobe Model 6449,Wardrobe,Glass,Natural,Traditional,FALSE,166x193x195
Extendable Aluminum Sofa Model 8189,Sofa,Aluminum,Walnut Finish,Mid-Century,TRUE,122x27x51
Wicker Chair Model 8676,Chair,Wicker,Gray,Traditional,FALSE,194x38x64
Oak Recliner Model 3265,Recliner,Oak,Walnut Finish,Minimalist,TRUE,43x48x17
Aluminum Sofa Model 7506,Sofa,Aluminum,Espresso,Minimalist,TRUE,150x58x54
Walnut Chair Model 9010,Chair,Walnut,Natural,Rustic,FALSE,142x138x139
Wicker Armchair Model 7098,Armchair,Wicker,Cream,Industrial,FALSE,57x70x173
Deluxe Walnut Coffee Table Model 4309,Coffee Table,Walnut,Natural,Japanese,TRUE,109x175x30
Steel Bench Model 6683,Bench,Steel,Red,Modern,TRUE,63x196x156
Wood Bed Model 3743,Bed,Wood,Espresso,Scandinavian,FALSE,179x16x33
Extendable Glass Wardrobe Model 9378,Wardrobe,Glass,Red,Rustic,TRUE,11x157x116
Modern Steel Recliner Model 9189,Recliner,Steel,Gray,Traditional,TRUE,111x22x172
Slim Oak Cabinet Model 4395,Cabinet,Oak,White,Modern,FALSE,129x179x45
Premium Steel Chair Model 2899,Chair,Steel,Yellow,Modern,TRUE,43x56x20
Eco Marble Sofa Model 8315,Sofa,Marble,Mahogany,Japanese,FALSE,73x60x169
Wood Stool Model 4153,Stool,Wood,Brown,Traditional,FALSE,63x147x13
Deluxe Fabric Desk Model 9535,Desk,Fabric,Cream,Rustic,TRUE,35x33x82
Eco Pine Table Model 9598,Table,Pine,Beige,Bohemian,TRUE,157x180x93
Extendable Aluminum Cabinet Model 7153,Cabinet,Aluminum,Yellow,Rustic,TRUE,189x103x99
Teak Coffee Table Model 1020,Coffee Table,Teak,Espresso,Modern,TRUE,193x180x155
Aluminum Nightstand Model 9135,Nightstand,Aluminum,Espresso,Traditional,TRUE,68x126x40
Plastic Cabinet Model 6882,Cabinet,Plastic,Gray,Bohemian,FALSE,109x88x43
Teak Stool Model 2227,Stool,Teak,Natural,Rustic,TRUE,16x46x133
Leather Chair Model 3653,Chair,Leather,Black,Minimalist,FALSE,81x25x52
Fabric Chair Model 8065,Chair,Fabric,Mahogany,Modern,TRUE,115x68x43
Deluxe Teak Cabinet Model 2753,Cabinet,Teak,Brown,Contemporary,TRUE,185x171x174
Modern Glass Table Model 1530,Table,Glass,Mahogany,Rustic,TRUE,167x102x113
Marble Recliner Model 7038,Recliner,Marble,Walnut Finish,Mid-Century,FALSE,169x26x104
Vintage Marble Armchair Model 7094,Armchair,Marble,Cream,Minimalist,TRUE,74x132x37
Teak Cabinet Model 8565,Cabinet,Teak,Espresso,Rustic,TRUE,21x152x25
Classic Pine Sofa Model 3009,Sofa,Pine,Espresso,Contemporary,FALSE,151x68x35
Corner Leather Armchair Model 9011,Armchair,Leather,Brown,Modern,TRUE,149x13x142
Extendable Pine Sofa Model 8336,Sofa,Pine,Mahogany,Minimalist,TRUE,194x37x97
Slim Fabric Chair Model 9329,Chair,Fabric,Black,Industrial,TRUE,73x23x128
Wicker Dresser Model 5714,Dresser,Wicker,Black,Japanese,FALSE,135x86x61
Premium Aluminum Coffee Table Model 1406,Coffee Table,Aluminum,Black,Industrial,TRUE,99x146x145
Fabric Nightstand Model 5157,Nightstand,Fabric,Green,Bohemian,TRUE,40x153x11
Slim Glass Bench Model 7595,Bench,Glass,Cream,Industrial,FALSE,121x110x121
Steel Cabinet Model 2049,Cabinet,Steel,Blue,Traditional,TRUE,189x131x14
Wood Chair Model 7796,Chair,Wood,Brown,Bohemian,FALSE,94x170x160
Pine Table Model 1828,Table,Pine,Black,Modern,FALSE,180x129x41
Wood Bookshelf Model 4865,Bookshelf,Wood,Natural,Rustic,TRUE,193x154x189
Marble Bookshelf Model 5084,Bookshelf,Marble,Natural,Minimalist,TRUE,91x54x20
Marble Bookshelf Model 1620,Bookshelf,Marble,Yellow,Contemporary,FALSE,175x163x137
Pine Coffee Table Model 9074,Coffee Table,Pine,Yellow,Contemporary,TRUE,60x128x161
Plywood Armchair Model 7262,Armchair,Plywood,Black,Bohemian,FALSE,36x115x107
Aluminum Sofa Model 5696,Sofa,Aluminum,Gray,Mid-Century,FALSE,132x156x78
Glass Dresser Model 6280,Dresser,Glass,Oak Finish,Scandinavian,TRUE,198x186x141
Marble Wardrobe Model 8308,Wardrobe,Marble,Yellow,Modern,TRUE,192x77x52
Classic Teak Dining Table Model 1431,Dining Table,Teak,Cream,Scandinavian,FALSE,148x53x37
Leather Bed Model 1449,Bed,Leather,Natural,Scandinavian,FALSE,34x149x31
Wicker Dresser Model 9404,Dresser,Wicker,Cream,Traditional,FALSE,47x38x31
Wood Armchair Model 9251,Armchair,Wood,Mahogany,Contemporary,FALSE,179x140x17
Vintage Bamboo Bed Model 5260,Bed,Bamboo,Walnut Finish,Bohemian,TRUE,40x125x101
Marble Dresser Model 7124,Dresser,Marble,Red,Contemporary,TRUE,148x54x25
Plastic Table Model 7861,Table,Plastic,Beige,Japanese,FALSE,180x33x56
Leather Stool Model 5907,Stool,Leather,Yellow,Modern,TRUE,175x181x31
Bamboo Desk Model 5430,Desk,Bamboo,Walnut Finish,Mid-Century,FALSE,153x139x48
Oak Armchair Model 8817,Armchair,Oak,Espresso,Bohemian,TRUE,78x21x160
Glass Nightstand Model 5237,Nightstand,Glass,Mahogany,Modern,TRUE,158x118x38
Deluxe Leather Nightstand Model 5065,Nightstand,Leather,Natural,Mid-Century,TRUE,95x195x106
Classic Steel Nightstand Model 7523,Nightstand,Steel,Espresso,Mid-Century,FALSE,189x173x82
Leather Coffee Table Model 5338,Coffee Table,Leather,Beige,Industrial,FALSE,16x78x125
Eco Aluminum Wardrobe Model 1190,Wardrobe,Aluminum,Black,Mid-Century,TRUE,108x46x50
Corner Marble Nightstand Model 7662,Nightstand,Marble,Espresso,Industrial,TRUE,10x138x156
Plastic Dresser Model 9727,Dresser,Plastic,Beige,Bohemian,TRUE,167x20x121
Plastic Cabinet Model 3479,Cabinet,Plastic,Green,Mid-Century,FALSE,164x157x27
Compact Wood Dining Table Model 2461,Dining Table,Wood,Yellow,Modern,TRUE,160x195x73
Plywood Nightstand Model 3674,Nightstand,Plywood,Espresso,Traditional,TRUE,192x114x37
Compact Glass Dresser Model 1006,Dresser,Glass,Red,Bohemian,TRUE,75x92x152
Leather Sofa Model 3712,Sofa,Leather,Blue,Japanese,FALSE,87x136x47
Classic Steel Bookshelf Model 8027,Bookshelf,Steel,Yellow,Modern,TRUE,188x84x80
Pine Table Model 7587,Table,Pine,Yellow,Bohemian,FALSE,199x133x26
Oak Cabinet Model 9818,Cabinet,Oak,Brown,Traditional,TRUE,149x148x196
Modern Teak Table Model 3383,Table,Teak,Green,Mid-Century,FALSE,79x115x142
Pine Sofa Model 4026,Sofa,Pine,Gray,Minimalist,FALSE,77x149x118
Corner Oak Dresser Model 8214,Dresser,Oak,Yellow,Bohemian,FALSE,155x89x186
Wicker Bed Model 5279,Bed,Wicker,Blue,Traditional,TRUE,38x41x167
Oak Cabinet Model 1959,Cabinet,Oak,Yellow,Scandinavian,FALSE,102x73x188
Slim Walnut Coffee Table Model 6755,Coffee Table,Walnut,Mahogany,Japanese,TRUE,118x184x196
Glass Chair Model 9811,Chair,Glass,Oak Finish,Traditional,FALSE,63x117x90
Leather Dresser Model 2638,Dresser,Leather,Mahogany,Scandinavian,FALSE,93x105x163
Extendable Leather Chair Model 1805,Chair,Leather,Red,Japanese,FALSE,44x86x145
Aluminum Bookshelf Model 7165,Bookshelf,Aluminum,Natural,Rustic,FALSE,199x152x167
Premium Leather Dining Table Model 1819,Dining Table,Leather,Red,Bohemian,FALSE,51x13x89
Leather Bench Model 9028,Bench,Leather,Oak Finish,Minimalist,FALSE,147x17x156
Corner Pine Armchair Model 4616,Armchair,Pine,Brown,Minimalist,TRUE,118x43x72
Plastic Nightstand Model 7246,Nightstand,Plastic,Espresso,Bohemian,TRUE,117x96x189
Wood Wardrobe Model 6472,Wardrobe,Wood,Black,Bohemian,FALSE,68x23x12
Deluxe Aluminum Dining Table Model 2940,Dining Table,Aluminum,Oak Finish,Scandinavian,TRUE,125x119x132
Plastic Recliner Model 6177,Recliner,Plastic,Green,Scandinavian,FALSE,17x36x30
Plastic Desk Model 2512,Desk,Plastic,Mahogany,Modern,FALSE,146x142x173
Extendable Wood Coffee Table Model 1245,Coffee Table,Wood,Natural,Contemporary,FALSE,133x192x136
Glass Cabinet Model 3832,Cabinet,Glass,Oak Finish,Modern,FALSE,123x13x79
Aluminum Armchair Model 5310,Armchair,Aluminum,Mahogany,Bohemian,FALSE,29x47x196
Walnut Sofa Model 4340,Sofa,Walnut,White,Japanese,TRUE,198x132x97
Leather Dresser Model 7322,Dresser,Leather,Blue,Traditional,TRUE,128x151x99
Modern Wicker Desk Model 3864,Desk,Wicker,Brown,Contemporary,TRUE,138x93x74
Premium Pine Nightstand Model 1772,Nightstand,Pine,Espresso,Rustic,FALSE,88x177x104
Plywood Wardrobe Model 3386,Wardrobe,Plywood,Red,Minimalist,TRUE,38x45x59
Walnut Cabinet Model 5677,Cabinet,Walnut,Mahogany,Mid-Century,FALSE,184x168x197
Deluxe Fabric Bed Model 4379,Bed,Fabric,Red,Bohemian,TRUE,135x53x17
Teak Stool Model 9829,Stool,Teak,Oak Finish,Contemporary,TRUE,28x131x100
Plywood Table Model 2102,Table,Plywood,Beige,Japanese,FALSE,73x20x75
Oak Bench Model 1543,Bench,Oak,Cream,Industrial,TRUE,93x194x149
Plastic Cabinet Model 6423,Cabinet,Plastic,Yellow,Industrial,FALSE,13x19x189
Bamboo Sofa Model 8217,Sofa,Bamboo,Black,Bohemian,FALSE,141x27x118
Aluminum Nightstand Model 5167,Nightstand,Aluminum,Brown,Rustic,FALSE,76x77x119
Teak Chair Model 9766,Chair,Teak,Beige,Industrial,TRUE,131x164x168
Eco Fabric Stool Model 2755,Stool,Fabric,Mahogany,Contemporary,TRUE,174x162x41
Bamboo Cabinet Model 9396,Cabinet,Bamboo,Red,Contemporary,FALSE,169x155x158
Marble Dining Table Model 3539,Dining Table,Marble,Beige,Contemporary,TRUE,88x90x133
Teak Cabinet Model 5493,Cabinet,Teak,Red,Modern,TRUE,74x106x69
Pine Chair Model 9854,Chair,Pine,Black,Traditional,FALSE,191x74x54
Aluminum Bookshelf Model 4709,Bookshelf,Aluminum,Walnut Finish,Industrial,TRUE,143x70x70
Vintage Aluminum Sofa Model 9191,Sofa,Aluminum,Black,Contemporary,TRUE,54x142x141
Modern Oak Chair Model 4474,Chair,Oak,Yellow,Contemporary,TRUE,39x13x57
Corner Aluminum Dresser Model 1266,Dresser,Aluminum,Walnut Finish,Japanese,FALSE,128x121x107
Wood Sofa Model 9321,Sofa,Wood,Walnut Finish,Japanese,FALSE,193x108x41
Bamboo Table Model 4102,Table,Bamboo,Black,Rustic,TRUE,83x25x195
Walnut Dresser Model 6231,Dresser,Walnut,Beige,Rustic,TRUE,160x140x22
Deluxe Plastic Recliner Model 3265,Recliner,Plastic,Green,Contemporary,FALSE,160x90x183
Wood Sofa Model 1276,Sofa,Wood,Natural,Industrial,FALSE,56x10x104
Wicker Bookshelf Model 7212,Bookshelf,Wicker,Mahogany,Traditional,TRUE,94x15x186
Modern Leather Chair Model 7915,Chair,Leather,Green,Bohemian,TRUE,175x110x104
Teak Wardrobe Model 4683,Wardrobe,Teak,Black,Modern,TRUE,124x148x92
Leather Sofa Model 5405,Sofa,Leather,Yellow,Traditional,FALSE,20x143x167
Wicker Table Model 4189,Table,Wicker,Espresso,Contemporary,TRUE,85x151x46
Extendable Bamboo Coffee Table Model 7639,Coffee Table,Bamboo,Mahogany,Traditional,FALSE,13x145x69
Bamboo Dining Table Model 2938,Dining Table,Bamboo,Beige,Contemporary,FALSE,167x28x103
Slim Wicker Table Model 8024,Table,Wicker,Espresso,Traditional,TRUE,155x126x106
Modern Oak Table Model 3072,Table,Oak,Yellow,Industrial,TRUE,120x189x101
Teak Armchair Model 4060,Armchair,Teak,Cream,Contemporary,FALSE,30x151x11
Walnut Nightstand Model 8552,Nightstand,Walnut,White,Modern,FALSE,40x127x134
Plastic Armchair Model 3260,Armchair,Plastic,Mahogany,Modern,FALSE,164x57x29
Extendable Bamboo Sofa Model 3370,Sofa,Bamboo,Cream,Contemporary,FALSE,45x121x78
Extendable Aluminum Desk Model 8823,Desk,Aluminum,White,Traditional,TRUE,125x23x191
Oak Bookshelf Model 5364,Bookshelf,Oak,Mahogany,Minimalist,TRUE,151x98x184
Wicker Wardrobe Model 6225,Wardrobe,Wicker,Red,Japanese,TRUE,10x157x46
Teak Cabinet Model 9141,Cabinet,Teak,Oak Finish,Minimalist,TRUE,197x22x26
Classic Glass Coffee Table Model 7717,Coffee Table,Glass,Walnut Finish,Minimalist,FALSE,53x64x44
Teak Bookshelf Model 3910,Bookshelf,Teak,Oak Finish,Mid-Century,FALSE,194x81x11
Deluxe Steel Chair Model 9465,Chair,Steel,Red,Contemporary,FALSE,71x33x44
Modern Steel Dining Table Model 7113,Dining Table,Steel,Green,Contemporary,TRUE,99x153x174
Steel Chair Model 7091,Chair,Steel,Black,Traditional,TRUE,128x37x178
Wicker Bed Model 2324,Bed,Wicker,White,Bohemian,TRUE,200x102x68
Classic Wood Armchair Model 3230,Armchair,Wood,Oak Finish,Traditional,FALSE,28x120x161
Modern Plywood Bench Model 8927,Bench,Plywood,Natural,Japanese,FALSE,153x192x93
Glass Wardrobe Model 9550,Wardrobe,Glass,Espresso,Scandinavian,TRUE,115x98x43
Plastic Bookshelf Model 7773,Bookshelf,Plastic,Red,Modern,TRUE,169x194x141
Modern Fabric Cabinet Model 9821,Cabinet,Fabric,Gray,Rustic,TRUE,76x95x21
Vintage Wicker Cabinet Model 7607,Cabinet,Wicker,Espresso,Contemporary,TRUE,129x85x64
Vintage Fabric Nightstand Model 4964,Nightstand,Fabric,Brown,Contemporary,FALSE,145x25x113
Bamboo Bookshelf Model 8033,Bookshelf,Bamboo,Green,Japanese,TRUE,193x74x86
Bamboo Stool Model 6208,Stool,Bamboo,Brown,Scandinavian,FALSE,171x86x113
Slim Bamboo Cabinet Model 6472,Cabinet,Bamboo,Natural,Minimalist,FALSE,190x22x110
